Open,High,Low,Close,Adj Close,Volume,MA5,MA20,MA60,MA240
17163.73047,17275.36914,17163.73047,17265.99023,17265.99023,85300000,17114.69219,17084.67744,16926.35615,16375.21225
17267.21094,17350.64063,17257.46094,17279.74023,17279.74023,349620000,17173.13828,17096.68994,16933.22666,16385.1962
17271.71094,17277.88086,17159.35938,17172.67969,17172.67969,74300000,17201.44609,17105.26289,16938.66914,16394.58324
17165.91016,17171.88086,17055.86914,17055.86914,17055.86914,77090000,17186.22578,17104.21289,16942.06963,16403.26653
17056.64063,17226.59961,17033.92969,17210.06055,17210.06055,80530000,17196.86797,17109.38096,16948.46064,16410.38608
17204.85938,17204.85938,16945.80078,16945.80078,16945.80078,93520000,17132.83008,17100.57051,16948.28949,16417.93562
16948.61914,17148.15039,16948.10938,17113.15039,17113.15039,74670000,17099.51211,17102.24951,16950.57132,16425.86567
17107.68945,17107.68945,16934.42969,17071.2207,17071.2207,70220000,17079.22031,17100.88809,16950.62067,16432.82013
17070.44922,17145.09961,17017.10938,17042.90039,17042.90039,102290000,17076.62656,17099.65508,16950.93216,16438.79121
17040.46094,17041.16016,16776.13086,16804.71094,16804.71094,104240000,16995.55664,17085.97666,16949.23369,16444.63038
16808.26953,16857.25,16674.03906,16801.05078,16801.05078,75490000,16966.60664,17072.5502,16946.15771,16451.36992
16802.19922,17027.83984,16802.19922,17009.68945,17009.68945,87940000,16945.91445,17066.1667,16947.7347,16457.72096
17010.33984,17099.39063,16930.38086,16991.91016,16991.91016,655450000,16930.05234,17060.19121,16948.53636,16463.16288
16988.25,16988.25,16715.78906,16719.39063,16719.39063,79420000,16865.35039,17045.46729,16942.93587,16469.35042
16718.65039,17006.91016,16663.25977,16994.2207,16994.2207,106930000,16903.25234,17041.74277,16941.82822,16473.8878
16989.36914,16989.36914,16649.03906,16659.25,16659.25,93210000,16874.89219,17022.25527,16933.84574,16477.95101
16654.88086,16757.59961,16543.91016,16544.09961,16544.09961,136370000,16781.77422,17000.08477,16926.63389,16480.62067
16535.42969,16602.41016,16310.46973,16321.07031,16321.07031,107830000,16647.60625,16964.58125,16913.64873,16483.52247
16321.90039,16463.66992,16273.63965,16315.19043,16315.19043,110410000,16566.76621,16923.74224,16901.37306,16486.00576
16313.2998,16313.2998,15855.12012,16141.74023,16141.74023,160380000,16396.27012,16872.98677,16885.17642,16488.09614
16137.13965,16211.12012,15935.21973,16117.24023,16117.24023,131670000,16287.86816,16815.54927,16869.01991,16491.18485
16118.38965,16427.38086,16118.38965,16380.41016,16380.41016,137910000,16255.13027,16770.58276,16857.29673,16494.44089
16373.15039,16401.63086,16260.54004,16399.66992,16399.66992,94320000,16270.8502,16731.93228,16847.94839,16498.05727
16406.0293,16620.7793,16405.76953,16614.81055,16614.81055,105110000,16330.77422,16709.87935,16841.81873,16501.67118
16615.25977,16653.89063,16459.84961,16461.32031,16461.32031,92050000,16394.69023,16672.44233,16834.30558,16505.48835
16468.07031,16767.51953,16468.07031,16677.90039,16677.90039,99420000,16506.82227,16659.04731,16830.93127,16509.74798
16677.03906,16811.71094,16649.7207,16805.41016,16805.41016,90400000,16591.82227,16643.6603,16834.96642,16514.19493
16796.09961,16836.98047,16729.83008,16817.93945,16817.93945,72580000,16675.47617,16630.99624,16840.37593,16519.12877
16825.18945,17006.44922,16825.18945,17005.75,17005.75,83870000,16753.66406,16629.13872,16847.65044,16523.70415
17005.07031,17065.5,16895.38086,16974.31055,16974.31055,76450000,16856.26211,16637.6187,16856.7311,16528.84465
16968.14063,17223.96094,16920.75977,17195.41992,17195.41992,80180000,16959.76602,16657.33716,16869.26577,16534.7384
17208.7793,17395.53906,17208.7793,17390.51953,17390.51953,121610000,17076.78789,16676.37866,16886.30327,16540.56844
17390.90039,17410.65039,17339.84961,17366.24023,17366.24023,80030000,17186.44805,16695.09517,16899.84178,16546.74768
17368.81055,17397.23047,17278.35938,17383.83984,17383.83984,81390000,17262.06602,16728.31763,16913.4061,16552.8916
17385.75977,17486.58984,17385.75977,17484.5293,17484.5293,76030000,17364.10977,16752.83306,16928.80594,16559.09869
17491.66016,17560.31055,17440.34961,17554.4707,17554.4707,70670000,17435.91992,16797.59409,16943.85044,16565.35448
17558.58008,17575.33008,17493.36914,17573.92969,17573.92969,82860000,17472.60195,16849.0856,16958.1896,16571.77506
17568.98047,17621.86914,17547.50977,17613.74023,17613.74023,71430000,17522.10195,16913.71909,16974.03677,16578.09827
17615.64063,17638.21094,17584.93945,17614.90039,17614.90039,52880000,17568.31406,16978.70459,16986.97277,16584.45573
17604.75,17626.71094,17536.16992,17612.19922,17612.19922,75980000,17593.84805,17052.22754,16998.51626,16591.30581
17618.68945,17705.48047,17583.88086,17652.78906,17652.78906,80540000,17613.51172,17129.00498,17009.7439,16598.47297
17653.10938,17664.15039,17613.19922,17634.74023,17634.74023,72850000,17625.67383,17191.72148,17019.66473,16605.79789
17631.84961,17675.07031,17606.81055,17647.75,17647.75,70330000,17632.47578,17254.12549,17030.44022,16613.57419
17643.08984,17735.71094,17642.0293,17687.82031,17687.82031,87420000,17647.05977,17307.77598,17040.62274,16620.5139
17685.50977,17712.25977,17624.5,17685.73047,17685.73047,73780000,17661.76602,17368.99648,17050.27326,16627.57002
17677.32031,17720.43945,17603.89063,17719,17719,77740000,17675.0082,17421.05146,17060.2231,16635.2239
17721.01953,17894.83008,17721.01953,17810.06055,17810.06055,140940000,17710.07227,17471.28398,17072.39793,16643.45044
17812.63086,17855.26953,17793.18945,17817.90039,17817.90039,85510000,17744.10234,17521.28203,17084.38879,16652.0984
17819.05078,17854.73047,17790.89063,17814.93945,17814.93945,88190000,17769.52617,17561.7415,17096.8451,16660.73335
17812.25,17833.75977,17791.16016,17827.75,17827.75,67450000,17797.93008,17604.41348,17109.33628,16668.83198
17830.55078,17893.41992,17807.7793,17828.24023,17828.24023,80470000,17819.77813,17636.05449,17121.98062,16676.75507
17827.26953,17827.26953,17726.55078,17776.80078,17776.80078,86390000,17813.12617,17655.36855,17132.63797,16683.88665
17778.84961,17897.05078,17778.84961,17879.55078,17879.55078,81970000,17825.45625,17681.03408,17145.44015,16691.10973
17880.90039,17924.15039,17855.58984,17912.61914,17912.61914,99400000,17844.99219,17707.47305,17160.41932,16698.1054
17910.01953,17937.96094,17814.81055,17900.09961,17900.09961,76270000,17859.46211,17728.25156,17174.2758,16705.03948
17903.05078,17991.18945,17903.05078,17958.78906,17958.78906,79110000,17885.57188,17748.46748,17189.43895,16711.26836
17954.93945,17960.56055,17804.2793,17852.48047,17852.48047,88680000,17900.70781,17762.39502,17203.85513,16716.77385
17847.36914,17847.36914,17629.57031,17801.19922,17801.19922,100400000,17885.0375,17771.76797,17216.68944,16721.1686
17797.99023,17797.99023,17508.09961,17533.15039,17533.15039,115100000,17809.14375,17767.68047,17223.37576,16725.71881
17534.30078,17758.50977,17534.30078,17596.33984,17596.33984,90100000,17748.3918,17766.8875,17230.7006,16728.65285
17590.05078,17590.05078,17280.83008,17280.83008,17280.83008,121950000,17612.8,17748.28955,17230.94793,16731.73406
17285.74023,17403.53906,17115.2793,17180.83984,17180.83984,114050000,17478.47188,17725.59453,17229.29959,16734.22939
17173.07031,17427.43945,17067.58984,17068.86914,17068.86914,116640000,17332.00586,17696.65049,17227.56942,16738.11176
17069.16016,17389.30078,17069.16016,17356.86914,17356.86914,118220000,17296.74961,17680.10293,17232.58608,16743.30848
17367.84961,17778.40039,17367.84961,17778.15039,17778.15039,123940000,17333.11172,17684.72393,17242.05425,16748.90039
17778.01953,17874.0293,17746.55078,17804.80078,17804.80078,343690000,17437.90586,17689.01396,17256.37091,16755.21156
17812.25,17962.7793,17812.25,17959.43945,17959.43945,98460000,17593.62578,17696.48291,17270.47573,16761.82456
17971.50977,18069.2207,17970.16016,18024.16992,18024.16992,82890000,17784.68594,17706.79639,17286.35822,16769.20902
18035.73047,18086.24023,18027.7793,18030.21094,18030.21094,42870000,17919.3543,17717.55996,17302.8134,16776.20839
18038.30078,18103.44922,18038.30078,18053.71094,18053.71094,52570000,17974.46641,17728.85801,17323.63006,16782.69294
18046.58008,18073.03906,18021.57031,18038.23047,18038.23047,53870000,18021.15234,17739.35752,17344.24972,16789.21819
18035.01953,18035.01953,17959.69922,17983.07031,17983.07031,47490000,18025.87852,17749.671,17360.47274,16794.90365
17987.66016,18043.2207,17820.88086,17823.07031,17823.07031,82840000,17985.65859,17746.84697,17374.32541,16800.81428
17823.07031,17951.7793,17731.30078,17832.99023,17832.99023,76270000,17946.21445,17742.86553,17392.8854,16805.51557
17821.30078,17821.30078,17475.92969,17501.65039,17501.65039,116160000,17835.80234,17722.94307,17401.34256,16810.40845
17504.17969,17581.05078,17262.36914,17371.64063,17371.64063,101870000,17702.48438,17693.58564,17413.21574,16817.51432
17374.7793,17597.08008,17374.7793,17584.51953,17584.51953,91030000,17622.77422,17680.1876,17430.55607,16826.13928
17591.9707,17916.03906,17591.9707,17907.86914,17907.86914,114890000,17639.73398,17685.52109,17457.00272,16833.67598
17911.01953,17915.32031,17686.08984,17737.36914,17737.36914,93390000,17620.60977,17695.73203,17480.7057,16841.60119
17742.05078,17793.88086,17571.58008,17640.83984,17640.83984,92500000,17648.44766,17697.95703,17505.69069,16848.95565
17645.01953,17923.00977,17498.23047,17613.67969,17613.67969,99360000,17696.85547,17714.59951,17530.63135,16856.15665
17609.06055,17609.06055,17264.90039,17427.08984,17427.08984,109180000,17665.36953,17726.91201,17548.07601,16864.27295
17436.30078,17517.41016,17298.03906,17320.71094,17320.71094,94520000,17547.93789,17739.5041,17563.42669,16872.88265
17320,17528.36914,17243.55078,17511.57031,17511.57031,140480000,17502.77813,17747.23916,17578.37269,16881.52849
17516.96094,17588.69922,17346.73047,17515.23047,17515.23047,119600000,17477.65625,17734.09316,17595.93786,16889.55244
17509.96094,17599.58008,17396.03906,17554.2793,17554.2793,95530000,17465.77617,17721.56709,17610.54417,16897.96869
17557.28906,17840.89063,17482.53906,17813.98047,17813.98047,111980000,17543.1543,17714.29414,17627.35368,16905.76373
17812.5,17812.5,17667.5293,17672.59961,17672.59961,97110000,17613.53203,17696.71563,17641.59801,16912.78011
17668.10938,17696.35938,17567.59961,17678.69922,17678.69922,87220000,17646.95781,17679.14004,17652.81383,16918.7104
17638.5293,17638.5293,17288.31055,17387.21094,17387.21094,135940000,17621.35391,17645.81504,17659.69551,16923.55948
17402.91016,17484.41016,17189,17191.36914,17191.36914,115980000,17548.77188,17603.47197,17659.62799,16928.81973
17195.28906,17433.13086,17136.30078,17416.84961,17416.84961,111690000,17469.3457,17575.16094,17660.06683,16933.13035
17416.84961,17419.90039,17156.82031,17164.94922,17164.94922,168560000,17367.81563,17542.25488,17656.71198,16938.63235
17169.99023,17367.67969,17037.75977,17361.03906,17361.03906,108090000,17304.28359,17518.65732,17656.33197,16945.02056
17369.9707,17670.75977,17369.9707,17666.40039,17666.40039,112860000,17360.12148,17526.89482,17659.36315,16951.56106
17664.99023,17782.2207,17603.21094,17673.01953,17673.01953,102560000,17456.45156,17541.96377,17661.33896,16958.55164
17677.25977,17889.58008,17677.25977,17884.88086,17884.88086,79890000,17550.05781,17556.98184,17666.52148,16965.40426
17881.53906,17951.08984,17764.40039,17824.28906,17824.28906,93610000,17681.92578,17552.80283,17670.03063,16971.7826
17821.49023,17821.49023,17685.32031,17729.21094,17729.21094,81590000,17755.56016,17552.39492,17671.93581,16978.43306
17736.15039,17890.33984,17729.24023,17868.75977,17868.75977,89930000,17796.03203,17563.79092,17676.21182,16984.85152
17867.85938,17897.21094,17759.65039,17862.14063,17862.14063,89890000,17833.85625,17576.21396,17679.70101,16992.36965
17862.14063,17975.65039,17862.14063,17972.38086,17972.38086,117160000,17851.35625,17603.47852,17685.32835,16999.1341
17968.65039,18037.41016,17961.75977,18019.34961,18019.34961,85230000,17890.36836,17638.41045,17691.52168,17006.16493
18019.80078,18052.00977,17951.41016,18047.58008,18047.58008,98760000,17954.04219,17665.21094,17697.51768,17012.86476
18045.7207,18048.69922,17982.19922,18029.84961,18029.84961,75090000,17986.26016,17690.94189,17703.25299,17019.25247
18028.66992,18028.66992,17924.59961,17985.76953,17985.76953,79130000,18010.98594,17712.51641,17707.69915,17026.42646
17985.76953,18144.28906,17878.36914,18140.43945,18140.43945,111390000,18044.59766,17728.83936,17713.20547,17033.78309
18140.75977,18141.21094,18054.83984,18116.83984,18116.83984,83670000,18064.0957,17751.05137,17718.18779,17041.57104
18112.57031,18231.08984,18098.73047,18209.18945,18209.18945,79310000,18096.41758,17777.57588,17724.75863,17050.38638
18208.66992,18244.38086,18182.75977,18224.57031,18224.57031,80480000,18135.36172,17819.44385,17731.3723,17059.33951
18224.41016,18239.42969,18157.07031,18214.41992,18214.41992,81500000,18181.0918,17870.59639,17737.80863,17067.19567
18213.25977,18213.25977,18132.38086,18132.69922,18132.69922,101110000,18179.54375,17906.38887,17743.74027,17075.33084
18134.05078,18288.63086,18122.58984,18288.63086,18288.63086,89790000,18213.90195,17962.57295,17750.55827,17083.58584
18281.94922,18281.94922,18136.88086,18203.36914,18203.36914,83830000,18212.73789,18004.68945,17755.4041,17090.94355
18203.36914,18203.36914,18029.5,18096.90039,18096.90039,80900000,18187.20391,18026.21445,17758.68411,17098.58084
18096.90039,18160.34961,18087.65039,18135.7207,18135.7207,75840000,18171.46406,18049.34951,17761.63298,17105.16455
18135.7207,18135.7207,17825.15039,17856.7793,17856.7793,113350000,18116.28008,18047.94443,17761.70462,17111.94722
17856.56055,18031.03906,17856.56055,17995.7207,17995.7207,85820000,18057.69805,18056.51602,17764.94665,17117.75534
17989.56055,17989.56055,17662.93945,17662.93945,17662.93945,120450000,17949.61211,18053.20244,17767.1098,17123.46851
17662.93945,17731.7793,17627,17635.39063,17635.39063,102120000,17857.31016,18041.53398,17767.76064,17130.01918
17626.83984,17900.09961,17620.49023,17895.2207,17895.2207,111550000,17809.21016,18043.18799,17778.00049,17135.40105
17889.05078,17889.05078,17629.89063,17749.31055,17749.31055,113620000,17787.71641,18032.03447,17787.475,17141.4211
17751.24023,17988.5,17751.24023,17977.41992,17977.41992,101760000,17784.05625,18029.93799,17802.61751,17146.7381
17972.2207,17972.2207,17785.78906,17849.08008,17849.08008,82560000,17821.28438,18020.01299,17810.82103,17153.00326
17846.80078,18097.11914,17697.51953,18076.18945,18076.18945,130950000,17909.44414,18022.32998,17815.78835,17159.44625
18072.58008,18072.99023,17934.24023,17959.0293,17959.0293,107820000,17922.20586,18020.99297,17818.35882,17167.287
17961.13086,18197.28906,17961.13086,18127.65039,18127.65039,333870000,17997.87383,18020.35352,17821.16234,17175.03658
18136.73047,18205.92969,18116.03906,18116.03906,18116.03906,98030000,18025.59766,18020.31348,17822.69349,17181.59476
18110.86914,18149.24023,18010.43945,18011.14063,18011.14063,87190000,18058.00977,18010.41104,17822.37565,17188.04609
18012.60938,18041.9707,17718.53906,17718.53906,17718.53906,106560000,17986.47969,17985.10947,17816.78945,17194.92725
17716.26953,17759.50977,17579.26953,17678.23047,17678.23047,117740000,17930.31992,17958.3,17810.78945,17201.3415
17673.63086,17729.14063,17630.49023,17712.66016,17712.66016,103220000,17847.32188,17937.29805,17806.28262,17208.48213
17727.48047,18008.64063,17727.48047,17976.31055,17976.31055,104040000,17819.37617,17921.68203,17808.83662,17214.11242
17965.36914,17965.36914,17773.01953,17776.11914,17776.11914,119470000,17772.37188,17900.31953,17807.88877,17219.48593
17778.51953,17778.51953,17585.00977,17698.17969,17698.17969,103360000,17768.3,17880.3835,17811.16426,17224.96088
17699.51953,17815.0293,17673.49023,17763.24023,17763.24023,87370000,17785.30195,17861.75947,17817.69092,17230.65455
17755.5,17941.78906,17646.80078,17880.84961,17880.84961,100850000,17818.93984,17862.96299,17822.62975,17236.37859
17884.32031,17983.11914,17871.21094,17875.41992,17875.41992,72150000,17798.76172,17856.94795,17822.08893,17242.21551
17877.61914,17976.19922,17822.23047,17902.50977,17902.50977,76820000,17824.03984,17868.92646,17824.84128,17248.8708
17902.50977,17984.2207,17823.09961,17958.73047,17958.73047,86740000,17876.15,17885.09346,17830.13945,17255.57459
17956.73047,18066.75977,17945.55078,18057.65039,18057.65039,116410000,17935.03203,17893.21494,17837.53896,17261.58155
18052.32031,18107.57031,17974.81055,17977.03906,17977.03906,120090000,17954.26992,17904.60137,17846.70479,17267.64763
17979.10938,18075.59961,17905.48047,18036.69922,18036.69922,82830000,17986.52578,17907.56533,17858.63792,17274.12155
18045.71094,18160.51953,18045.71094,18112.60938,18112.60938,113610000,18028.5457,17920.7418,17868.65524,17280.75854
18106.26953,18169.25977,18063.85938,18105.76953,18105.76953,89520000,18057.95352,17922.2208,17878.49756,17286.1575
18102.56055,18102.56055,17748.5293,17826.30078,17826.30078,138860000,18011.68359,17915.58438,17883.03125,17292.96546
17841.17969,18092.2207,17841.17969,18034.92969,18034.92969,103160000,18023.26172,17910.94834,17886.71374,17298.92817
18034.23047,18109.69922,17929.63086,17949.58984,17949.58984,95180000,18005.83984,17902.62588,17891.33024,17305.12525
17950.82031,18056.01953,17887.75977,18038.26953,18038.26953,91260000,17990.97188,17903.98232,17897.32308,17311.27254
18031.90039,18133.0293,17966.76953,18058.68945,18058.68945,100240000,17981.55586,17920.98984,17908.51439,17317.042
18056.41992,18108.86914,18009.08008,18080.14063,18080.14063,119130000,18032.32383,17941.08535,17923.32725,17322.55255
18097.89063,18175.56055,18024.66016,18037.9707,18037.9707,121110000,18032.93203,17957.35088,17933.67926,17328.78659
18035.90039,18119.65039,17917.35938,18110.14063,18110.14063,124930000,18065.04219,17964.04238,17949.43245,17335.40625
18093.68945,18096.46094,17953.68945,18035.5293,18035.5293,102080000,18064.49414,17977.01289,17960.67396,17341.02795
18033.33008,18033.33008,17774.89063,17840.51953,17840.51953,129180000,18020.86016,17984.12988,17963.57594,17347.32879
17859.26953,18028.89063,17859.26953,18024.06055,18024.06055,91700000,18009.64414,17997.1709,17969.42663,17354.39584
18026.01953,18133.75977,18026.01953,18070.40039,18070.40039,86010000,18016.13008,18006.64844,17972.51862,17360.20892
18062.5293,18086.00977,17905.71094,17928.19922,17928.19922,95340000,17979.7418,18009.2874,17974.25046,17365.621
17934.81055,18019.75,17733.11914,17841.98047,17841.98047,100430000,17941.03203,18006.26094,17976.12995,17371.1118
17840.25,17973.07031,17796.93945,17924.06055,17924.06055,80920000,17957.74023,18004.52744,17977.05163,17377.42684
17933.64063,18205.23047,17933.64063,18191.10938,18191.10938,94960000,17991.15,18011.20039,17982.53444,17383.56013
18187.7793,18199.94922,18089.10938,18105.16992,18105.16992,86050000,17998.10391,18017.60693,17984.74759,17389.26634
18096.16016,18119.17969,17924.80078,18068.23047,18068.23047,89270000,18026.11016,18019.1835,17985.56227,17394.86351
18070.36914,18132.78906,18039.19922,18060.49023,18060.49023,85180000,18069.81211,18016.57754,17985.77744,17401.14938
18062.49023,18255.21094,18062.49023,18252.24023,18252.24023,91580000,18135.44805,18023.90107,17989.48395,17407.60863
18251.9707,18272.7207,18215.07031,18272.56055,18272.56055,108220000,18151.73828,18046.21406,17994.2638,17414.11426
18267.25,18325.53906,18244.25977,18298.88086,18298.88086,79080000,18190.48047,18059.41162,17996.90449,17420.26543
18300.48047,18351.35938,18261.34961,18312.39063,18312.39063,87200000,18239.3125,18077.55166,18000.16367,17425.93677
18315.06055,18350.13086,18272.56055,18285.40039,18285.40039,80190000,18284.29453,18089.9082,18001.43385,17431.53111
18285.86914,18314.89063,18249.90039,18285.74023,18285.74023,84270000,18290.99453,18101.26074,18002.45335,17436.88986
18286.86914,18286.86914,18217.14063,18232.01953,18232.01953,78890000,18282.88633,18108.85469,18002.74668,17441.8801
18229.75,18229.75,17990.01953,18041.53906,18041.53906,109440000,18231.41797,18109.03311,18001.22734,17447.83344
18045.08008,18190.34961,18045.08008,18162.99023,18162.99023,96400000,18201.53789,18111.67559,17999.13333,17453.46001
18154.14063,18154.14063,18066.40039,18126.11914,18126.11914,67510000,18169.68164,18116.20508,17997.84583,17458.58364
18128.11914,18128.11914,17967.74023,18010.67969,18010.67969,139810000,18114.66953,18124.71309,17996.40882,17463.71647
18017.82031,18105.83008,17982.06055,18040.36914,18040.36914,85640000,18076.33945,18125.52852,17994.81963,17468.32197
18033.33008,18091.86914,17925.33008,18011.93945,18011.93945,77550000,18070.41953,18122.60547,17997.40563,17473.13367
18018.41992,18168.08984,18010.41992,18076.26953,18076.26953,73120000,18053.07539,18130.00898,17998.74811,17477.12742
18072.4707,18087.15039,17876.94922,17905.58008,17905.58008,93470000,18008.96758,18133.18896,18002.79212,17480.92826
17905.38086,17940.7793,17822.90039,17849.46094,17849.46094,89140000,17976.72383,18129.45898,18006.35996,17484.88001
17849.46094,17852.34961,17760.60938,17766.55078,17766.55078,86300000,17921.96016,18108.23105,18004.21546,17488.61555
17766.94922,17817.83008,17714.9707,17764.03906,17764.03906,90550000,17872.38008,18091.17451,18004.46094,17493.425
17765.38086,18045.14063,17765.38086,18000.40039,18000.40039,96980000,17857.20625,18087.78301,18004.84395,17498.37304
18001.26953,18109.76953,18001.26953,18039.36914,18039.36914,89490000,17883.96406,18086.72695,18008.01543,17502.84071
18035.83008,18035.83008,17857.07031,17898.83984,17898.83984,83760000,17893.83984,18069.05693,18005.0596,17506.32029
17890.75977,17890.75977,17698.41992,17791.16992,17791.16992,91920000,17898.76367,18044.9874,18002.26195,17510.18796
17787.42969,17919.61914,17774.11914,17904.48047,17904.48047,77510000,17926.85195,18025.26738,17998.54245,17513.80246
17909.58008,17998,17839.65039,17935.74023,17935.74023,92410000,17913.91992,18006.43486,17995.53747,17518.35092
17944.60938,18174.73047,17944.60938,18115.83984,18115.83984,94460000,17929.21406,17997.95684,17997.28245,17522.97312
18116.24023,18117.71094,18010.58008,18015.94922,18015.94922,258300000,17952.63594,17984.46729,18002.23929,17527.69883
18027.63086,18181.66992,18027.63086,18119.7793,18119.7793,77780000,18018.35781,17978.85527,18009.59844,17532.81967
18121.7793,18188.81055,18108.09961,18144.07031,18144.07031,75970000,18066.27578,17983.98184,18016.78861,17537.07908
18139.09961,18139.09961,17966.07031,17966.07031,17966.07031,104980000,18072.3418,17974.13584,18016.61794,17540.558
17977.10938,18036.09961,17890.35938,17890.35938,17890.35938,78990000,18027.2457,17962.34785,18018.52194,17544.24966
17892.0293,18013.15039,17892.0293,17946.67969,17946.67969,158120000,18013.3918,17959.14785,18022.66361,17546.15862
17936.74023,17936.74023,17590.55078,17596.34961,17596.34961,116340000,17908.70586,17936.94688,18019.8821,17548.83654
17599.96094,17714.66016,17576.5,17619.50977,17619.50977,126460000,17803.79375,17917.32539,18015.52643,17551.57708
17638.11914,17801.83008,17638.11914,17757.91016,17757.91016,87010000,17762.16172,17901.40742,18013.56794,17554.40366
17763.32031,17825.49023,17687.51953,17730.10938,17730.10938,83080000,17730.11172,17892.63389,18010.6946,17556.77883
17728.08008,17734.35938,17564.35938,17683.58008,17683.58008,90130000,17677.4918,17884.33984,18006.10876,17559.65499
17684.91992,17793.44922,17465.67969,17776.91016,17776.91016,105840000,17713.60391,17884.85781,18001.42975,17561.45341
17759.00977,17759.00977,17496.2207,17515.41992,17515.41992,69830000,17692.78594,17872.42686,17993.7361,17563.90361
17530.38086,17764.84961,17530.38086,17548.61914,17548.61914,100520000,17650.92773,17849.83779,17985.60143,17567.14453
17561.11914,17797.49023,17561.11914,17760.41016,17760.41016,85800000,17656.98789,17835.88984,17979.73145,17571.5844
17787.26953,17987.57031,17787.26953,17977.67969,17977.67969,86380000,17715.80781,17839.83184,17977.59661,17576.47282
17974.60938,18072.82031,17956.16992,18053.58008,18053.58008,76740000,17771.1418,17852.95234,17981.3846,17582.66811
18053.38086,18090.39063,18010.15039,18050.16992,18050.16992,80460000,17878.0918,17860.23682,17981.63861,17589.44678
18078.16016,18131.60938,18065.33008,18120.25,18120.25,85030000,17992.41797,17869.4623,17984.48294,17595.76832
18117.58008,18121.11914,18032.06055,18086.44922,18086.44922,106510000,18057.62578,17867.99277,17985.28594,17602.73057
18085.91016,18137.11914,18064.5,18100.41016,18100.41016,75060000,18082.17188,17872.21582,17985.98128,17608.88036
18096.66992,18096.66992,17868.33984,17919.28906,17919.28906,100170000,18055.31367,17862.19131,17983.30042,17615.05857
17918.34961,17919.34961,17807.41016,17851.03906,17851.03906,112370000,18015.4875,17847.53975,17980.1849,17619.96686
17853.7793,17860.94922,17705.0293,17731.91992,17731.91992,88600000,17937.82148,17835.83223,17973.88122,17624.12748
17731.05078,17756.53906,17553.73047,17568.5293,17568.5293,103470000,17834.2375,17819.74072,17966.09788,17627.79436
17561.7793,17561.7793,17399.16992,17440.58984,17440.58984,117860000,17702.27344,17794.43623,17959.43239,17631.87131
17449.81055,17650.07031,17449.81055,17630.26953,17630.26953,103450000,17644.46953,17796.13223,17952.86921,17636.19552
17631.40039,17776.7793,17629.19922,17751.39063,17751.39063,93140000,17624.53984,17802.72627,17947.55238,17640.70831
17743.24023,17761.25,17640.84961,17745.98047,17745.98047,76650000,17627.35195,17802.12979,17944.5154,17644.25464
17755.86914,17783.58984,17671.58984,17689.85938,17689.85938,106120000,17651.61797,17800.11729,17941.98005,17647.08218
17696.74023,17704.75977,17496.60938,17598.19922,17598.19922,87880000,17683.13984,17795.84824,17936.54902,17649.46368
17596.92969,17635.7793,17505.5,17550.68945,17550.68945,99060000,17667.22383,17784.53721,17925.87536,17651.55109
17555.24023,17661.36914,17492.90039,17540.4707,17540.4707,102450000,17625.03984,17785.78975,17916.4637,17653.29497
17542.60938,17572.03906,17362.85938,17419.75,17419.75,96170000,17559.79375,17779.34629,17905.6557,17654.53043
17414.93945,17414.93945,17279.08008,17373.38086,17373.38086,81800000,17496.49805,17759.99482,17894.20387,17656.64906
17375.17969,17629.13086,17375.17969,17615.16992,17615.16992,92430000,17499.89219,17741.86934,17883.58604,17657.81919
17593.58984,17593.58984,17352.63086,17402.83984,17402.83984,103010000,17470.32227,17709.33232,17869.09069,17659.16477
17382.92969,17423.90039,17125.81055,17402.50977,17402.50977,120400000,17442.73008,17676.94932,17854.15117,17660.4556
17401.64063,17481.7793,17341.33984,17408.25,17408.25,88550000,17440.43008,17641.34932,17839.08216,17662.16327
17410.11914,17492.90039,17394.06055,17477.40039,17477.40039,82120000,17461.23398,17610.89688,17825.61549,17664.10869
17472.66016,17551.40039,17341.7207,17545.17969,17545.17969,73380000,17447.23594,17583.13535,17813.27282,17665.94935
17537.30078,17568.40039,17486.41992,17511.33984,17511.33984,79900000,17468.93594,17562.73789,17801.26149,17666.83007
17508.74023,17517.18945,17282.41992,17348.73047,17348.73047,104720000,17458.18008,17537.62246,17789.71468,17666.32702
17345.32031,17345.32031,16990.68945,16990.68945,16990.68945,128530000,17374.66797,17500.56094,17770.17633,17664.01819
16990.68945,16990.68945,16459.55078,16459.75,16459.75,225170000,17171.13789,17445.12197,17742.40352,17659.02919
16459.75,16459.75,15370.33008,15871.34961,15871.34961,293920000,16836.37188,17366.65996,17706.74801,17653.26852
15882.26953,16312.94043,15651.24023,15666.44043,15666.44043,213220000,16467.39199,17268.46851,17667.18254,17650.34352
15676.25977,16303.75,15676.25977,16285.50977,16285.50977,208420000,16254.74785,17195.17446,17638.40871,17648.77531
16285.50977,16666.68945,16285.50977,16654.76953,16654.76953,171980000,16187.56387,17140.61392,17614.71704,17646.73797
16649.41992,16669.9707,16535.17969,16643.00977,16643.00977,131790000,16224.21582,17088.27144,17593.6742,17644.11789
16632.01953,16632.01953,16444.05078,16528.0293,16528.0293,141440000,16355.55176,17034.76294,17571.65034,17639.08605
16528.0293,16528.0293,15979.9502,16058.34961,16058.34961,171390000,16433.93359,16960.14595,17543.18032,17635.21788
16058.34961,16352.58008,16058.34961,16351.37988,16351.37988,133480000,16447.10762,16900.69141,17519.636,17631.89322
