Open,High,Low,Close,Adj Close,Volume,MA5,MA20,MA60,MA240
15247.80957,15300.63965,15211.25,15238.58984,15238.58984,94250000,15133.09199,15243.48252,14875.94668,15238.58984
15231.37988,15251.07031,15086.08984,15122.01953,15122.01953,101610000,15121.98789,15244.99951,14886.0785,15122.01953
15130.38965,15241.28027,14981.20996,14995.23047,14995.23047,105770000,15128.91602,15233.99854,14895.13135,14995.23047
14992.54004,15202.26953,14953.4502,15176.08008,15176.08008,104490000,15156.00801,15229.01802,14907.13568,15176.08008
15178.08008,15205.91992,15044.7998,15070.17969,15070.17969,107430000,15120.41992,15220.86602,14916.44316,15070.17969
15078.70996,15261.70996,15078.70996,15179.84961,15179.84961,139250000,15108.67188,15212.13848,14929.08249,15179.84961
15186.2998,15340.08984,15186.2998,15318.23047,15318.23047,99210000,15147.91406,15211.28599,14942.51916,15318.23047
15315.46973,15322.07031,15112.11035,15112.19043,15112.19043,111380000,15171.30605,15197.5165,14953.59316,15112.19043
15105.50977,15105.50977,14732.03027,14758.32031,14758.32031,172630000,15087.7541,15170.07402,14956.90433,14758.32031
14760.62012,14858.55957,14688.42969,14799.40039,14799.40039,420080000,15033.59824,15145.31904,14961.45833,14799.40039
14795.79004,14795.79004,14551.26953,14659.55957,14659.55957,158670000,14929.54023,15113.14204,14962.80866,14659.55957
14669.69043,14812.03027,14669.69043,14760.30957,14760.30957,135940000,14817.95605,15080.68804,14965.93299,14760.30957
14769.99023,14938.98047,14769.67969,14910.13965,14910.13965,133230000,14777.5459,15061.05503,14970.06849,14910.13965
14921.28027,15075.00977,14921.28027,15024.49023,15024.49023,113650000,14830.77988,15046.05303,14977.97083,15024.49023
15016.58008,15034.62988,14884.7998,14909.59961,14909.59961,230000000,14852.81973,15035.75449,14983.02899,14909.59961
14911.59961,15083.28027,14911.59961,14974.95996,14974.95996,120570000,14915.8998,15021.80098,14989.85749,14974.95996
14974.95996,15049.21973,14870.50977,14932.41016,14932.41016,116610000,14950.31992,15009.54448,14995.17298,14932.41016
14923.73047,15025.90039,14858.92969,14988.37012,14988.37012,61000000,14965.96602,15010.9335,15000.42148,14988.37012
14995.45996,15137.50977,14971.2002,15135.83984,15135.83984,94560000,14988.23594,15015.69448,15005.98148,15135.83984
15137.21973,15262.71973,15137.21973,15224.69043,15224.69043,136820000,15051.2541,15014.523,15011.97399,15224.69043
15228.45996,15320.41992,15228.45996,15300.33984,15300.33984,109270000,15116.33008,15017.6105,15019.22866,15300.33984
15298.03027,15348.9502,15258.88965,15291.66016,15291.66016,105050000,15188.18008,15026.09253,15030.76966,15291.66016
15298,15483.5498,15298,15460.91992,15460.91992,124950000,15282.69004,15049.377,15042.50532,15460.91992
15460.69043,15498.38965,15410.26953,15464.2998,15464.2998,130140000,15348.38203,15063.78799,15056.60049,15464.2998
15459.69043,15509.48047,15455.76953,15484.25977,15484.25977,99430000,15400.2959,15084.49199,15072.38582,15484.25977
15485.03027,15498.16016,15415.70996,15451.84961,15451.84961,105970000,15430.59785,15098.09199,15087.45815,15451.84961
15456.91992,15502,15438.12012,15470.51953,15470.51953,126240000,15466.36973,15105.70645,15102.51398,15470.51953
15465.91016,15589.40039,15465.91016,15548.54004,15548.54004,136270000,15483.89375,15127.52393,15116.33198,15548.54004
15524.26953,15544.5498,15491.95996,15543.74023,15543.74023,229260000,15499.78184,15166.79492,15130.78932,15543.74023
15543.96973,15576.20996,15516.2002,15545.5498,15545.5498,180920000,15512.03984,15204.10239,15144.86849,15545.5498
15547,15604.21973,15544.05957,15567.74023,15567.74023,98700000,15535.21797,15249.51143,15159.12166,15567.74023
15576.69043,15602.59961,15496.83984,15542.24023,15542.24023,99320000,15549.56211,15288.60796,15171.17983,15542.24023
15539.16992,15560.33008,15455.58984,15555.61035,15555.61035,103260000,15550.97617,15320.88149,15183.11001,15555.61035
15547.84961,15560.96973,15405.16016,15558.83008,15558.83008,94880000,15553.99414,15347.59849,15197.40801,15558.83008
15557.13965,15557.13965,15482.26953,15521.96973,15521.96973,87240000,15549.27813,15378.21699,15208.9145,15521.96973
15534.49023,15593.91016,15479.12988,15520.58984,15520.58984,117550000,15539.84805,15405.49849,15218.025,15520.58984
15528.57031,15634.32031,15492.95996,15499.54004,15499.54004,145120000,15531.30801,15433.85498,15226.86917,15499.54004
15503.84961,15650.69043,15503.84961,15628.01953,15628.01953,111040000,15545.78984,15465.83745,15236.3995,15628.01953
15627.55957,15658.42969,15558.67969,15658.36035,15658.36035,104840000,15565.6959,15491.96348,15245.62017,15658.36035
15651.98047,15655.20996,15584.83008,15612.12988,15612.12988,76850000,15583.72793,15511.33545,15254.44533,15612.12988
15608.44043,15608.44043,15473.40039,15518.74023,15518.74023,87730000,15583.35801,15522.25547,15261.11616,15518.74023
15516.20996,15516.20996,15421.75,15470.66992,15470.66992,88430000,15577.58398,15531.20596,15267.43267,15470.66992
15477.26953,15557.12012,15418.59961,15498.32031,15498.32031,90990000,15551.64414,15533.07598,15272.1505,15498.32031
15496.62988,15507.75977,15346.65039,15425.50977,15425.50977,81180000,15505.07402,15531.13647,15274.64749,15425.50977
15415.21973,15441.75,15359.92969,15419.67969,15419.67969,78060000,15466.58398,15527.90747,15277.75516,15419.67969
15420.67969,15504.13965,15342.33984,15451.00977,15451.00977,84790000,15453.03789,15527.86548,15279.36532,15451.00977
15447.70996,15453.08008,15316.62012,15337.66016,15337.66016,91030000,15426.43594,15521.22251,15279.40498,15337.66016
15332.70996,15332.70996,15094.03027,15112.19043,15112.19043,128340000,15349.20996,15499.40503,15274.81515,15112.19043
15112.57031,15139.76953,15054.37988,15081.46973,15081.46973,151620000,15280.40195,15476.2915,15271.05348,15081.46973
15076.79004,15106.38965,15005.41992,15010.74023,15010.74023,111660000,15198.61406,15449.55103,15266.32415,15010.74023
15011.82031,15074.91992,14992.16016,15002.99023,15002.99023,102340000,15109.01016,15421.31353,15261.32233,15002.99023
14993.80957,15019.7002,14880.83984,14897.5498,14897.5498,98340000,15020.98809,15389.079,15252.79167,14897.5498
14908.59961,14989.12012,14899,14963.74023,14963.74023,153490000,14991.29805,15359.4855,15247.14067,14963.74023
14988.78027,15025.55957,14931.24023,15010.50977,15010.50977,131860000,14977.10605,15332.06948,15241.907,15010.50977
15014.58008,15049.98047,14945.24023,14946.45996,14946.45996,102820000,14964.25,15303.29399,15239.08849,14946.45996
14939.25,14939.25,14765.41992,14776.12988,14776.12988,118610000,14918.87793,15266.071,15231.12349,14776.12988
14770.99023,14867.40039,14760.41016,14824.50977,14824.50977,104620000,14904.26992,15232.31948,15225.23965,14824.50977
14817.91016,14916.00977,14792.11035,14840.9502,14840.9502,93170000,14879.71191,15192.96602,15223.24565,14840.9502
14844.09961,14848.24023,14762.34961,14810.30957,14810.30957,135850000,14839.67188,15150.56348,15219.40715,14810.30957
14801.5498,14933.34961,14777.48047,14833.95996,14833.95996,142530000,14817.17188,15111.65498,15212.50448,14833.95996
14832.41992,14956.74023,14799.08984,14930.87012,14930.87012,122150000,14848.11992,15082.26147,15207.37581,14930.87012
14929.49023,14987.46973,14923.26953,14937.48047,14937.48047,101010000,14870.71406,15055.602,15204.30016,14937.48047
14941.5498,15009.83984,14789.40039,14922.5,14922.5,108410000,14887.02402,15026.81099,15203.08799,14922.5
14927.19043,15088.41016,14927.19043,15063.12012,15063.12012,90660000,14937.58613,15008.6915,15201.20532,15063.12012
15067.23047,15192.12988,15067.23047,15191.05957,15191.05957,103200000,15009.00605,14997.2605,15203.21999,15191.05957
15194.12988,15326.59961,15194.12988,15326.59961,15326.59961,102090000,15088.15195,14991.03999,15205.66582,15326.59961
15327.13965,15345.32031,15283.25977,15300.63965,15300.63965,99760000,15160.78379,14989.18896,15205.37264,15300.63965
15312.86035,15380.96973,15312.86035,15376.05957,15376.05957,90890000,15251.4957,15002.38242,15209.77046,15376.05957
15381.36035,15549.87012,15381.36035,15494.78027,15494.78027,105740000,15337.82773,15023.04795,15222.04479,15494.78027
15503.15039,15555.07031,15503.15039,15529.73047,15529.73047,104480000,15405.56191,15048.99746,15234.21696,15529.73047
15533.03027,15709.58008,15470.16016,15676.94043,15676.94043,145410000,15475.63008,15082.69497,15251.17331,15676.94043
15677.86035,15695.88965,15625.4502,15636.5498,15636.5498,116280000,15542.81211,15119.64497,15265.77731,15636.5498
15635.08984,15654.76953,15448.08984,15451.08984,15451.08984,379650000,15557.81816,15144.01245,15274.79315,15451.08984
15452.30957,15466.9502,15368.25,15401.37988,15401.37988,94920000,15539.13809,15163.55596,15281.07464,15401.37988
15402.54004,15433.75,15327.13965,15334.58984,15334.58984,85430000,15500.10996,15182.96245,15288.15781,15334.58984
15339.01953,15372.48047,15253.16016,15273.25977,15273.25977,81890000,15419.37383,15207.81895,15293.12948,15273.25977
15274.41992,15387.19043,15274.41992,15328.2998,15328.2998,79050000,15357.72383,15233.00845,15299.72764,15328.2998
15317.4502,15317.4502,15211.80957,15258.24023,15258.24023,95660000,15319.15391,15253.87295,15304.22547,15258.24023
15249.82031,15249.82031,15086.70996,15129.66992,15129.66992,122330000,15264.81191,15269.84097,15304.12264,15129.66992
15132.49023,15208.40039,15110.33984,15191.7002,15191.7002,82460000,15236.23398,15287.72798,15303.5728,15191.7002
15182.65039,15182.65039,15044.70996,15133.13965,15133.13965,86090000,15208.20996,15297.84146,15300.78613,15133.13965
15127.23047,15127.23047,14947.03027,14996.48047,14996.48047,91300000,15141.84609,15300.79146,15295.86647,14996.48047
14994.67969,15083.99023,14972.33008,15072.58008,15072.58008,75100000,15104.71406,15308.29546,15289.39414,15072.58008
15069.2998,15069.2998,14920.83008,14936.24023,14936.24023,79620000,15066.02813,15301.95146,15280.59315,14936.24023
14938.04004,14938.04004,14773.46973,14776.53027,14776.53027,102690000,14982.99414,15281.225,15268.79766,14776.53027
14778.19043,14852.5,14719.42969,14802.98047,14802.98047,103190000,14916.9623,15255.04404,15257.98317,14802.98047
14806.38965,15126.07031,14806.38965,15126.07031,15126.07031,106540000,14942.88027,15246.31558,15252.24235,15126.07031
15126.51953,15237.2998,15100.12988,15237.11035,15237.11035,85730000,14975.78633,15239.36812,15247.05186,15237.11035
15231.33008,15309.48047,15136.37988,15301.25977,15301.25977,81420000,15048.79023,15229.69209,15243.01051,15301.25977
15300.2998,15301.91016,15161.33008,15168.00977,15168.00977,91440000,15127.08613,15211.60605,15236.71818,15168.00977
15170.7002,15374.15039,15170.7002,15373.83008,15373.83008,92850000,15241.25605,15196.45054,15233.48634,15373.83008
15369.45996,15376.11035,15229.01953,15371.65039,15371.65039,108490000,15290.37207,15183.20557,15230.64318,15371.65039
15371.70996,15412.96973,15321.80957,15399.65039,15399.65039,156660000,15322.88008,15180.63359,15228.04385,15399.65039
15401.32031,15410.17969,15362.66016,15392.2002,15392.2002,93660000,15341.06816,15180.17461,15225.26668,15392.2002
15394.21973,15518.09961,15394.21973,15467.66016,15467.66016,107030000,15400.99824,15186.82813,15224.36152,15467.66016
15465.33984,15465.66016,15366.19043,15413.33008,15413.33008,90630000,15408.89824,15193.83164,15222.57386,15413.33008
15414.87012,15528.62988,15414.12988,15509.20996,15509.20996,89240000,15436.41016,15202.87715,15222.73503,15509.20996
15523.71973,15570.59961,15512.95996,15570.28027,15570.28027,109900000,15470.53613,15218.47915,15221.77271,15570.28027
15569.19043,15599.08984,15533.48047,15568.92969,15568.92969,92760000,15505.88203,15240.44214,15220.28219,15568.92969
15572.20996,15683.08008,15572.20996,15680.34961,15680.34961,86600000,15548.41992,15264.87461,15221.41919,15680.34961
15680.74023,15721,15574.51953,15618.75977,15618.75977,79170000,15589.50586,15289.15562,15223.08618,15618.75977
15619.91992,15651.86035,15544.69043,15545.75,15545.75,114050000,15596.81387,15316.61909,15224.33752,15545.75
15558.00977,15649.40039,15543.25,15615.5498,15615.5498,101830000,15605.86777,15343.76758,15226.29134,15615.5498
15621.2002,15658.90039,15588.48047,15639.12012,15639.12012,71200000,15619.90586,15378.91157,15229.85151,15639.12012
15631.21973,15651.88965,15522.17969,15618.21973,15618.21973,91890000,15607.47988,15420.99604,15233.16051,15618.21973
15628.71973,15750.29004,15628.71973,15746.87988,15746.87988,109200000,15633.10391,15468.19102,15238.09168,15746.87988
15751.30957,15797.67969,15586.33008,15593.98047,15593.98047,103860000,15642.75,15491.58652,15242.36369,15593.98047
15591.54004,15764.29004,15579.34961,15761.78027,15761.78027,101200000,15671.99609,15517.82002,15253.19019,15761.78027
15759.28027,15791.4502,15737.21973,15783.09961,15783.09961,58860000,15700.79199,15541.91201,15264.88402,15783.09961
15773.15039,15793.37988,15708.29004,15750.66992,15750.66992,79260000,15727.28203,15571.04502,15277.21618,15750.66992
15739.5,15822.98047,15672,15821.62988,15821.62988,92450000,15742.23203,15593.43501,15290.86017,15821.62988
15806.21973,15884.99023,15798.74023,15876.21973,15876.21973,123860000,15798.67988,15618.66348,15307.17134,15876.21973
15876.16016,15962.98047,15875.90039,15961.7002,15961.7002,126460000,15838.66387,15646.76597,15323.804,15961.7002
15962.71973,16030.28027,15942.16992,15976.01953,15976.01953,94860000,15877.24785,15675.95693,15339.89583,15976.01953
15974.05957,16025.84961,15943.78027,15967.03027,15967.03027,84570000,15920.51992,15700.92544,15356.90534,15967.03027
15971.2002,16016.84961,15865.37012,15900.82031,15900.82031,84350000,15936.35801,15725.29995,15375.65018,15900.82031
15908.07031,16016.04004,15908.07031,16009.99023,16009.99023,79000000,15963.11211,15750.33896,15395.40819,16009.99023
16008.70996,16068.78027,15976.26953,16064.76953,16064.76953,81000000,15983.72598,15775.06343,15415.80518,16064.76953
16072.08984,16109.62988,16055.45996,16072.54004,16072.54004,94040000,16003.03008,15800.24395,15436.84235,16072.54004
16070.92969,16120.25,16070.92969,16072.7998,16072.7998,107450000,16024.18398,15819.86646,15457.48968,16072.7998
16073.37012,16107.99023,16057.33984,16097.33008,16097.33008,65730000,16063.48594,15843.79497,15476.93068,16097.33008
16105.16016,16174.50977,16074.13965,16086.41016,16086.41016,69190000,16078.76992,15870.82798,15496.07951,16086.41016
16087.12012,16098,15986.23047,16008.76953,16008.76953,92590000,16067.56992,15890.48896,15514.184,16008.76953
16004.71973,16004.71973,15859.67969,15914.62012,15914.62012,103910000,16035.98594,15904.26396,15528.37567,15914.62012
15910.50977,15960.36035,15791.29004,15889.76953,15889.76953,111180000,15999.37988,15917.84146,15540.02083,15889.76953
15886.5,15896.19043,15809.37012,15821.50977,15821.50977,128080000,15944.21582,15921.57295,15548.26934,15821.50977
15825.5498,16022.34961,15825.5498,16020.2002,16020.2002,98260000,15930.97383,15942.88394,15560.26201,16020.2002
16019.49023,16058.40039,16015.29004,16025.53027,16025.53027,91810000,15934.32598,15956.07144,15571.08652,16025.53027
16024.12012,16029.05957,15969.53027,15973.12988,15973.12988,79420000,15946.02793,15965.57295,15579.05902,15973.12988
15970.75,15997.21973,15827.7002,15843.53027,15843.53027,107170000,15936.78008,15970.21597,15584.28901,15843.53027
15844.82031,15845.11035,15703.79004,15739.42969,15739.42969,105870000,15920.36406,15966.10596,15585.3305,14958.19904
